Symbol,Dataset
STOK,http://www.stoketherapeutics.com
KURA,http://www.kuraoncology.com
LGF.A,http://www.lionsgate.com
AVNS,http://avanos.com
IOSP,http://www.innospecinc.com
SFBS,http://www.servisfirstbank.com
EPRT,http://essentialproperties.com
AX,http://axosfinancial.com
SJI,http://www.sjindustries.com
XPER,http://www.xperi.com
FCPT,http://www.fcpt.com
AVAV,http://www.avinc.com
SHEN,http://www.shentel.com
RVLV,http://www.revolve.com
CTRE,http://www.caretrustreit.com
OMI,http://www.owens-minor.com
TPH,http://www.tripointehomes.com
SATS,http://www.echostar.com
PRO,http://www.pros.com
EVOP,http://www.evopayments.com
THRM,http://www.gentherm.com
WGO,http://www.winnebagoind.com
SRNE,http://www.sorrentotherapeutics.com
INFN,http://www.infinera.com
MAXR,http://www.maxar.com
PVG,http://www.pretivm.com
MGLN,http://www.magellanhealth.com
FULT,http://www.fult.com
NGM,http://www.ngmbio.com
GRWG,http://www.growgeneration.com
FBC,http://www.flagstar.com
JACK,http://www.jackintheboxinc.com
PSEC,http://www.prospectstreet.com
MTX,http://www.mineralstech.com
NIU,http://www.niu.com
DOMO,http://www.domo.com
MD,http://www.mednax.com
HCSG,http://www.hcsgcorp.com
ATI,http://www.atimetals.com
FWRD,http://www.forwardair.com
CMP,http://www.compassminerals.com
HRMY,http://www.harmonybiosciences.com
YMAB,http://www.ymabs.com
RCII,http://www.rentacenter.com
SANM,http://www.sanmina.com
MAIN,http://www.mainstcapital.com
BUR,http://www.burfordcapital.com
OR,http://www.osiskogr.com
CADE,http://www.cadencebancorporation.com
GNW,http://www.genworth.com
NTCT,http://www.netscout.com
FBP,http://www.1firstbank.com
SKYW,http://inc.skywest.com
LILAK,http://www.lla.com
FSK,http://www.fsinvestmentcorp.com
CMPS,http://www.compasspathways.com
TROX,http://www.tronox.com
KLIC,http://www.kns.com
FRME,http://www.firstmerchants.com
MLI,http://www.muellerindustries.com
MTOR,http://www.meritor.com
WSBC,http://www.wesbanco.com
LOB,http://www.liveoakbank.com
BDN,http://www.brandywinerealty.com
PDM,http://www.piedmontreit.com
PRGS,http://www.progress.com
SILK,http://silkroadmed.com
CNK,http://ir.cinemark.com
HRTX,http://www.herontx.com
PGRE,http://www.paramount-group.com
RMBS,http://www.rambus.com
WHD,http://www.cactuswhd.com
FSS,http://www.federalsignal.com
CENT,http://www.central.com
TPIC,http://www.tpicomposites.com
APHA,http://aphriainc.com
SITC,http://www.sitecenters.com
PQG,http://www.pqcorp.com
AMRN,http://www.amarincorp.com
PDCE,http://www.pdce.com
WAFD,http://www.wafdbank.com
TSE,http://www.trinseo.com
FIX,http://www.comfortsystemsusa.com
INT,http://www.wfscorp.com
FTAI,http://www.ftandi.com
SJW,http://www.sjwgroup.com
HUBG,http://www.hubgroup.com
CUB,http://www.cubic.com
EPC,http://edgewell.com
TR,http://www.tootsie.com
TDS,http://www.tdsinc.com
YEXT,http://www.yext.com
PGEN,http://www.precigen.com
CALX,http://www.calix.com
PRPL,http://purple.com
NVMI,http://www.novami.com
NMIH,http://www.nationalmi.com
MLHR,http://www.hermanmiller.com
HRI,http://ir.hercrentals.com
MWA,http://www.muellerwaterproducts.com
MFGP,http://www.microfocus.com
MRSN,http://www.mersana.com
BANF,http://www.bancfirst.bank
ATKR,http://www.atkore.com
SVC,http://www.svcreit.com
CRVL,http://www.corvel.com
IPAR,http://www.interparfumsinc.com
CTB,http://www.coopertire.com
RCUS,http://www.arcusbio.com
IDCC,http://www.interdigital.com
HCAT,http://www.healthcatalyst.com
BCC,http://www.bc.com
AXNX,http://www.axonics.com
LZB,http://www.la-z-boy.com
CSTM,http://www.constellium.com
REPL,http://replimune.com
MUR,http://www.murphyoilcorp.com
CPK,http://www.chpk.com
PIPR,http://www.pipersandler.com
BDC,http://www.belden.com
TWNK,http://www.hostessbrands.com
RNST,http://investors.renasant.com
RVNC,http://www.revance.com
REAL,http://www.therealreal.com
ADUS,http://addus.com
IRWD,http://www.ironwoodpharma.com
CYRX,http://www.cryoport.com
CALM,http://www.calmainefoods.com
VGR,http://www.vectorgroupltd.com
ATSG,http://www.atsginc.com
ENLC,http://www.enlink.com
EHTH,http://www.ehealthinsurance.com
FMBI,http://www.firstmidwest.com
MFA,http://www.mfafinancial.com
DEA,http://www.easterlyreit.com
WBT,http://www.welbilt.com
ASO,http://www.academy.com
RPAI,http://www.rpai.com
TWO,http://www.twoharborsinvestment.com
PMT,http://www.pennymacmortgageinvestmenttrust.com
NAVI,http://www.navient.com
RGNX,http://www.regenxbio.com
EGOV,http://www.egov.com
WRE,http://www.washreit.com
GOOS,http://www.canadagoose.com
MAG,http://www.magsilver.com
SKY,http://www.skylinechampion.com
EVA,http://www.envivabiomass.com
OI,http://www.o-i.com
PRAA,http://www.pragroup.com
WW,http://corporate.ww.com
CSTL,http://castlebiosciences.com
MNR,http://www.mreic.reit
MIK,http://www.michaels.com
ABR,http://www.arbor.com
ATRA,http://www.atarabio.com
CLBK,http://www.columbiabankonline.com
OTTR,http://www.ottertail.com
PBH,http://www.prestigebrands.com
CSII,http://www.csi360.com
KRO,http://kronostio2.com
UFS,http://www.domtar.com
MAC,http://www.macerich.com
CFFN,http://capfed.com
SCPL,http://www.sciplay.com
RRC,http://www.rangeresources.com
PNTG,http://pennantgroup.com
ATGE,http://www.adtalem.com
FLWS,http://www.1800flowers.com
TRMK,http://www.trustmark.com
BMA,http://www.macro.com.ar
EB,http://www.eventbrite.com
TOWN,http://www.townebank.com
CVA,http://www.covanta.com
XHR,http://www.xeniareit.com
HBM,http://www.hudbayminerals.com
HMN,http://www.horacemann.com
CAKE,http://www.thecheesecakefactory.com
GGAL,http://www.gfgsa.com
GTN,http://www.gray.tv
AUPH,http://www.auriniapharma.com
AAT,http://www.americanassetstrust.com
MDGL,http://www.madrigalpharma.com
FFBC,http://www.bankatfirst.com
PRK,http://www.parknationalcorp.com
ZUO,http://www.zuora.com
MNRO,http://www.monro.com
DRH,http://www.drhc.com
PAGP,http://www.plainsallamerican.com
INMD,http://www.inmodemd.com
KN,http://www.knowles.com
OSIS,http://www.osi-systems.com
HLIO,http://www.heliostechnologies.com
DSL,http://www.doublelinefunds.com/closed_end_funds/income_solutions/overview.html
BIG,http://www.biglots.com
CLNE,http://www.cleanenergyfuels.com
TTGT,http://www.techtarget.com
TUP,http://www.tupperwarebrands.com
PSNL,http://www.personalis.com
LGND,http://www.ligand.com
TBIO,http://www.translate.bio
IAG,http://www.iamgold.com
FBK,http://www.firstbankonline.com
ESRT,http://www.empirestaterealtytrust.com
GCP,http://www.gcpat.com
QURE,http://www.uniqure.com
BLMN,http://www.bloominbrands.com
ALG,http://www.alamo-group.com
NWBI,http://www.northwest.bank
CXP,http://www.columbia.reit
CVCO,http://www.cavco.com
SBCF,http://www.seacoastbanking.com
SPNS,http://www.sapiens.com
USNA,http://www.usana.com
COHU,http://www.cohu.com
PAYA,http://paya.com
HTGC,http://www.htgc.com
BANR,http://www.bannerbank.com
ARI,http://www.apolloreit.com
GLUU,http://www.glu.com
SIMO,http://www.siliconmotion.com
PATK,http://www.patrickind.com
SRRK,http://scholarrock.com
NS,http://www.nustarenergy.com
EURN,http://www.euronav.com
INSG,http://www.inseego.com
KAI,http://www.kadant.com
ACB,http://auroramj.com
INO,http://www.inovio.com
SAH,http://www.sonicautomotive.com
PRFT,http://www.perficient.com
WDR,http://www.waddell.com
QTRX,http://www.quanterix.com
USPH,http://www.usph.com
ROIC,http://www.roireit.net
UE,http://www.uedge.com
CATM,http://www.cardtronics.com
CNST,http://www.constellationpharma.com
RLGY,http://www.realogy.com
SMCI,http://www.supermicro.com
NPO,http://www.enproindustries.com
BV,http://www.brightview.com
ODP,http://investor.theodpcorp.com
AVYA,http://www.avaya.com
MGRC,http://www.mgrc.com
KAMN,http://www.kaman.com
AMWD,http://www.americanwoodmark.com
LTC,http://www.LTCreit.com
QFIN,http://www.360jinrong.net
OCUL,http://www.ocutx.com
SASR,http://www.sandyspringbank.com
SBH,http://www.sallybeautyholdings.com
HTLF,http://www.htlf.com
TTCF,http://www.tattooedchef.com
VSTO,http://vistaoutdoor.com
SA,http://www.seabridgegold.com
CCS,http://www.centurycommunities.com
GNL,http://www.globalnetlease.com
SIG,http://www.signetjewelers.com
ILPT,http://www.ilptreit.com
BSIG,http://www.bsig.com
AAWW,http://www.atlasairworldwide.com
CVI,http://www.cvrenergy.com
CYTK,http://www.cytokinetics.com
BKE,http://www.buckle.com
ROAD,http://www.constructionpartners.net
CSGS,http://www.csgi.com
SYKE,http://www.sykes.com
CENTA,http://www.central.com
AMRS,http://www.amyris.com
SLP,http://www.simulations-plus.com
KALU,http://www.kaiseraluminum.com
JRVR,http://www.jrgh.net
HNI,http://www.hnicorp.com
DDD,http://www.3dsystems.com
SCS,http://www.steelcase.com
BGCP,http://www.bgcpartners.com
IPOF,http://www.socialcapitalhedosophiaholdings.com/ipof.html
BLFS,http://www.biolifesolutions.com
NGD,http://www.newgold.com
RTLR,http://www.rattlermidstream.com
TTMI,http://www.ttm.com
MRTN,http://www.marten.com
HTLD,http://www.heartlandexpress.com
WABC,http://www.westamerica.com
PAM,http://www.pampaenergia.com
CBZ,http://www.cbiz.com
MEI,http://www.methode.com
MMI,http://www.marcusmillichap.com
CDXS,http://www.codexis.com
CEQP,http://www.crestwoodlp.com
MTDR,http://www.matadorresources.com
AMCX,http://www.amcnetworks.com
BALY,http://www.ballys.com
XPEL,http://www.xpel.com
MGNX,http://www.macrogenics.com
ICFI,http://www.icf.com
HEP,http://www.hollyenergy.com
TEO,http://institucional.telecom.com.ar
AR,http://www.anteroresources.com
EVH,http://www.evolenthealth.com
SGRY,http://www.surgerypartners.com
PFS,http://www.provident.bank
BSM,http://www.blackstoneminerals.com
FSM,http://www.fortunasilver.com
PAR,http://www.partech.com
NWN,http://www.nwnaturalholdings.com
GES,http://www.guess.com
NBTB,http://www.nbtbancorp.com
MYGN,http://myriad.com
RIG,http://www.deepwater.com
TSLX,http://www.sixthstreetspecialtylending.com
NYMT,http://www.nymtrust.com
SAND,http://www.sandstormgold.com
SYX,http://www.systemax.com
TRS,http://www.trimascorp.com
LNN,http://www.lindsay.com
MBUU,http://www.malibuboats.com
CRS,http://www.carpentertechnology.com
LGF.B,http://www.lionsgate.com
BRMK,http://www.broadmark.com
LKFN,http://www.lakecitybank.com
PLAY,http://ir.daveandbusters.com
HOPE,http://www.bankofhope.com
CLLS,http://www.cellectis.com
HURN,http://www.huronconsultinggroup.com
CORE,http://www.core-mark.com
BLNK,http://www.blinkcharging.com
VCRA,http://www.vocera.com
AMRX,http://www.amneal.com
NMRK,http://www.ngkf.com
IMGN,http://www.immunogen.com
SILV,http://www.silvercrestmetals.com
SUPN,http://www.supernus.com
LASR,http://www.nlight.net
PRIM,http://www.primoriscorp.com
HSC,http://www.harsco.com
BCRX,http://www.biocryst.com
DDS,http://www.dillards.com
CERS,http://www.cerus.com
AROC,http://www.archrock.com
EPAC,http://www.enerpactoolgroup.com
UPLD,http://www.uplandsoftware.com
GMS,http://www.gms.com
GPRO,http://www.gopro.com
ALEC,http://www.alector.com
VCEL,http://vcel.com
EGBN,http://www.eaglebankcorp.com
ASTE,http://www.astecindustries.com
RYTM,http://www.rhythmtx.com
LAC,http://www.lithiumamericas.com
UTZ,http://www.utzsnacks.com
FFG,http://www.fblfinancial.com
DKL,http://www.deleklogistics.com
ANF,http://www.abercrombie.com
TRIL,http://trilliumtherapeutics.com
OTRK,http://www.ontrak-inc.com
NTGR,http://www.netgear.com
ENDP,http://www.endo.com
RDWR,http://www.radware.com
MHO,http://www.mihomes.com
TNC,http://www.tennantco.com
PASG,http://www.passagebio.com
AIR,http://www.aarcorp.com
STC,http://www.stewart.com
LOMA,http://www.lomanegra.com
MTRN,http://materion.com
WMK,http://www.weismarkets.com
SWM,http://www.swmintl.com
VBTX,http://www.veritexbank.com
MODN,http://www.modeln.com
FARO,http://www.faro.com
GVA,http://www.graniteconstruction.com
GOL,http://www.voegol.com.br
ACMR,http://www.acmrcsh.com
BTAI,http://www.bioxceltherapeutics.com
CRTO,http://www.criteo.com
IRT,http://www.irtliving.com
BOOT,http://www.bootbarn.com
CVGW,http://www.calavo.com
AZZ,http://www.azz.com
NXGN,http://www.nextgen.com
UCTT,http://www.uct.com
MSEX,http://www.middlesexwater.com
KRG,http://www.kiterealty.com
CODI,http://compassdiversified.com
SSYS,http://www.stratasys.com
SSP,http://www.scripps.com
CASH,http://www.metafinancialgroup.com
VLRS,http://www.volaris.com
USAC,http://usacompression.com
ALEX,http://www.alexanderbaldwin.com
RAVN,http://www.ravenind.com
QADA,http://www.qad.com
ERJ,http://www.embraer.com
FOE,http://www.ferro.com
TBK,http://www.triumphbancorp.com
PGTI,http://pgtinnovations.com
ELF,http://www.elfcosmetics.com
STAR,http://www.istar.com
BDTX,http://www.blackdiamondtherapeutics.com
AKR,http://www.acadiarealty.com
FRO,http://www.frontline.bm
UIS,http://www.unisys.com
UVV,http://www.universalcorp.com
HIMX,http://www.himax.com.tw
INVA,http://www.inva.com
CPG,http://www.crescentpointenergy.com
WIRE,http://www.encorewire.com
GBX,http://www.gbrx.com
PLUS,http://www.eplus.com
EPZM,http://www.epizyme.com
CNXN,http://www.connection.com
GTY,http://www.gettyrealty.com
CLB,http://www.corelab.com
LADR,http://www.laddercapital.com
FDP,http://www.freshdelmonte.com
LBRT,http://www.libertyfrac.com
CHRS,http://www.coherus.com
EVRI,http://www.everi.com
SCWX,http://www.secureworks.com
SAFT,http://www.safetyinsurance.com
CNR,http://www.cornerstonebuildingbrands.com
KRYS,http://www.krystalbio.com
GRPN,http://www.groupon.com
RGR,http://www.ruger.com
EBIX,http://www.ebix.com
KPTI,http://www.karyopharm.com
DK,http://www.delekus.com
BUSE,http://www.busey.com
ADVM,http://www.adverum.com
FLGT,http://www.fulgentgenetics.com
TLRY,http://www.tilray.com
ECPG,http://www.encorecapital.com
ECOL,http://www.usecology.com
OCFC,http://www.oceanfirst.com
GRBK,http://greenbrickpartners.com
GFF,http://www.griffon.com
FRTA,http://www.forterrabp.com
CLI,http://www.mack-cali.com
QNST,http://www.quinstreet.com
SVM,http://www.silvercorpmetals.com
GIII,http://www.giii.com
FRG,http://www.franchisegrp.com
BBAR,http://www.bbva.com.ar
TLND,http://www.talend.com
LX,http://www.lexin.com
SY,http://www.soyoung.com
CTS,http://www.ctscorp.com
TBPH,http://www.theravance.com
AMSF,http://www.amerisafe.com
KNSA,http://www.kiniksa.com
NNDM,http://www.nano-di.com
ATEC,http://www.atecspine.com
GWB,http://www.greatwesternbank.com
SNDX,http://www.syndax.com
FREQ,http://www.frequencytx.com
ARCB,http://www.arcb.com
DRQ,http://www.dril-quip.com
SNEX,http://www.stonex.com
RILY,http://www.brileyfin.com
CGEN,http://www.cgen.com
LMNX,http://www.luminexcorp.com
EFSC,http://www.enterprisebank.com
NMFC,http://www.newmountainfinance.com
BPMP,http://www.bp.com/en/global/bp-midstream-partners.html
OXM,http://www.oxfordinc.com
CHCO,http://www.bankatcity.com
ZGNX,http://www.zogenix.com
OPI,http://www.opireit.com/home/default.aspx
HEES,http://www.he-equipment.com
DLX,http://www.deluxe.com
GEO,http://www.geogroup.com
VITL,http://www.vitalfarms.com
GNMK,http://www.genmarkdx.com
HCC,http://warriormetcoal.com
NHC,http://www.nhccare.com
MCRI,http://www.monarchcasino.com
CNDT,http://www.conduent.com
TMP,http://www.tompkinsfinancial.com
TCBK,http://www.tcbk.com
EVER,http://www.everquote.com
ATNX,http://www.athenex.com
MESO,http://www.mesoblast.com
NVEE,http://www.nv5.com
FCF,http://www.fcbanking.com
PLT,http://www.poly.com
CRK,http://www.comstockresources.com
IMAX,http://www.imax.com
PHAT,http://www.phathompharma.com
TRIT,http://triterras.com
SBSI,http://www.southside.com
SRCE,http://www.1stsource.com
MDP,http://www.meredith.com
MAXN,http://www.maxeon.com
IIIV,http://www.i3verticals.com
TCRR,http://www.tcr2.com
TGH,http://www.textainer.com
GLNG,http://www.golarlng.com
DHC,http://www.dhcreit.com
IPOE,http://www.socialcapitalhedosophiaholdings.com/ipoe.html
PETQ,http://www.petiq.com
SWBI,http://www.smith-wesson.com
PTEN,http://www.patenergy.com
NBHC,http://www.nationalbankholdings.com
BATRK,http://www.libertymedia.com/companies/braves-group.html
DIN,http://www.dinebrands.com
OPRA,http://www.opera.com
TPGY,http://www.tpg.com/story/tpg-pace-beneficial-finance
MYRG,http://www.myrgroup.com
CLS,http://www.celestica.com
HY,http://www.hyster-yale.com
NXRT,http://www.nexpointliving.com
MVIS,http://www.microvision.com
BHE,http://www.bench.com
LNTH,http://www.lantheus.com
RWT,http://www.redwoodtrust.com
SHYF,http://www.theshyftgroup.com
PI,http://www.impinj.com
OEC,http://www.orioncarbons.com
HOME,http://www.athome.com
STPK,http://stpk.starpeakcorp.com
ARCO,http://www.arcosdorados.com
CMRE,http://www.costamare.com
TRHC,http://www.tabularasahealthcare.com
KOS,http://www.kosmosenergy.com
PTGX,http://www.protagonist-inc.com
STKL,http://www.sunopta.com
RAD,http://www.riteaid.com
FBNC,http://localfirstbank.com
FOR,http://www.forestar.com
INGN,http://www.inogen.com
PRVB,http://www.proventionbio.com
DRD,http://www.drdgold.com
RDNT,http://www.radnet.com
SIBN,http://si-bone.com
CHEF,http://www.chefswarehouse.com
NBLX,http://www.nblmidstream.com
ACEL,http://www.accelentertainment.com
TGP,http://www.teekay.com
AXL,http://www.aam.com
ACLS,http://www.axcelis.com
PLOW,http://www.douglasdynamics.com
KRNY,http://www.kearnybank.com
AGYS,http://www.agilysys.com
CMCO,http://www.cmworks.com
RBBN,http://www.ribboncommunications.com
TIGR,http://www.itiger.com
STBA,http://www.stbancorp.com
ZUMZ,http://www.zumiez.com
BRKL,http://www.brooklinebancorp.com
PRA,http://www.proassurance.com
SKT,http://www.tangeroutlets.com
KFRC,http://www.kforce.com
STRO,http://www.sutrobio.com
INN,http://www.shpreit.com
PBI,http://www.pitneybowes.com
WLL,http://www.whiting.com
NP,http://www.neenah.com
SXI,http://www.standex.com
LL,http://www.lumberliquidators.com
CENX,http://centuryaluminum.com
AUDC,http://www.audiocodes.com
WOW,http://www.wowway.com
SMP,http://www.smpcorp.com
BRBR,http://www.bellring.com
TVTY,http://www.tivityhealth.com
OFG,http://www.ofgbancorp.com
CRY,http://www.cryolife.com
WNC,http://www.wabashnational.com
EIG,http://www.employers.com
CAMT,http://www.camtek.com
ENVA,http://www.enova.com
CEVA,http://www.ceva-dsp.com
UNFI,http://www.unfi.com
KIDS,http://www.orthopediatrics.com
PRDO,http://www.perdoceoed.com
CSR,http://www.centerspacehomes.com
MATW,http://www.matw.com
SGH,http://www.smartm.com
LRN,http://www.stridelearning.com
CCX,http://churchillcapitalcorp.com
DHT,http://www.dhtankers.com
HOLI,http://www.hollysys.com
BHLB,http://www.berkshirebank.com
AMPH,http://www.amphastar.com
SPH,http://www.suburbanpropane.com
OMER,http://www.omeros.com
IHRT,http://www.iheartmedia.com
QUOT,http://www.quotient.com
AKRO,http://www.akerotx.com
JBSS,http://www.jbssinc.com
DBD,http://www.dieboldnixdorf.com
CYH,http://www.chs.net
UHT,http://www.uhrit.com
PAE,http://www.pae.com
VERI,http://www.veritone.com
AHH,http://www.armadahoffler.com
VIVO,http://www.meridianbioscience.com
IMOS,http://www.chipmos.com
RDUS,http://www.radiuspharm.com
TPB,http://www.turningpointbrands.com
APOG,http://www.apog.com
GABC,http://www.germanamerican.com
EXTR,http://www.extremenetworks.com
ICPT,http://www.interceptpharma.com
TEN,http://www.tenneco.com
PBF,http://www.pbfenergy.com
GSKY,http://www.greensky.com
ADAP,http://www.adaptimmune.com
DENN,http://www.dennys.com
BJRI,http://www.bjsrestaurants.com
OSPN,http://www.onespan.com
IMKTA,http://www.ingles-markets.com
HZO,http://www.marinemax.com
HIBB,http://www.hibbett.com
VECO,http://www.veeco.com
TRTX,http://www.tpgrefinance.com
DESP,http://www.despegar.com.ar
COWN,http://www.cowen.com
SCHN,http://www.schnitzersteel.com
HA,http://www.hawaiianairlines.com
KRA,http://www.kraton.com
FPRX,http://www.fiveprime.com
NESR,http://www.nesr.com
CKH,http://www.seacorholdings.com
ICHR,http://www.ichorsystems.com
SCHL,http://www.scholastic.com
GRC,http://www.gormanrupp.com
PFC,http://www.fdef.com
MSGN,http://www.msgnetworks.com
GLDD,http://www.gldd.com
CRTX,http://www.cortexyme.com
HNGR,http://www.hanger.com
TCMD,http://www.tactilemedical.com
SRI,http://www.stoneridge.com
HFWA,http://www.hf-wa.com
HGEN,http://www.humanigen.com
OFIX,http://www.orthofix.com
MNKD,http://www.mannkindcorp.com
SCU,http://www.sculptor.com
BKD,http://www.brookdale.com
ENTA,http://www.enanta.com
ESTA,http://www.establishmentlabs.com
MGPI,http://www.mgpingredients.com
LIND,http://world.expeditions.com
GOGO,http://www.gogoair.com
CXW,http://www.corecivic.com
SBLK,http://www.starbulk.com
KELYA,http://www.kellyservices.com
BCSF,http://www.baincapital.com
ANDE,http://www.andersonsinc.com
ACCO,http://www.accobrands.com
VNOM,http://www.viperenergy.com
BEST,http://www.best-inc.com
OII,http://www.oceaneering.com
PDFS,http://www.pdf.com
MEG,http://www.montrose-env.com
WETF,http://www.wisdomtree.com
STFC,http://www.stateauto.com
FANH,http://www.fanhuaholdings.com
ATEN,http://www.a10networks.com
VTOL,http://www.bristowgroup.com
EBSB,http://www.ebsb.com
CARS,http://www.cars.com
TCX,http://www.tucows.com
LMAT,http://www.lemaitre.com
AGM,http://www.farmermac.com
FORR,http://www.forrester.com
CNOB,http://www.connectonebank.com
WLKP,http://www.wlkpartners.com
TBBK,http://www.thebancorp.com
DNOW,http://www.dnow.com
GOSS,http://www.gossamerbio.com
WASH,http://www.washtrust.com
CARA,http://www.caratherapeutics.com
DMRC,http://www.digimarc.com
SPWH,http://www.sportsmans.com
OCSL,http://www.oaktreespecialtylending.com
SFT,http://shift.com
OSUR,http://www.orasure.com
ERII,http://www.energyrecovery.com
PAHC,http://www.pahc.com
CBB,http://www.cincinnatibell.com
TRVG,http://www.trivago.de
AMBC,http://www.ambac.com
PUMP,http://www.propetroservices.com
RBCAA,http://www.republicbank.com
REV,http://www.revlon.com
OAS,http://www.oasispetroleum.com
GLT,http://www.glatfelter.com
AIV,http://www.aimco.com
BANC,http://bancofcal.com
ADTN,http://www.adtran.com
AGRO,http://www.adecoagro.com
PLCE,http://www.childrensplace.com
GPRK,http://www.geo-park.com
CCO,http://www.clearchanneloutdoor.com
ICLK,http://www.i-click.com
NEX,http://nextierofs.com
XENT,http://www.intersectent.com
WPRT,http://www.wfsinc.com
GEL,http://www.genesisenergy.com
PFBC,http://www.preferredbank.com
NX,http://www.quanex.com
ESPR,http://www.esperion.com
MITK,http://www.miteksystems.com
CIR,http://www.circor.com
VBIV,http://www.vbivaccines.com
HMST,http://www.homestreet.com
ECHO,http://www.echo.com
BCOV,http://www.brightcove.com
GTHX,http://www.g1therapeutics.com
PLYA,http://www.playaresorts.com
AXGN,http://www.axogeninc.com
UEIC,http://www.uei.com
NGA,http://www.northerngenesis.com
SLRC,http://www.solarcapltd.com
VFF,http://www.villagefarms.com
VNDA,http://www.vandapharma.com
MGTX,http://www.meiragtx.com
KYN,http://www.kaynefunds.com/kyn/fact-sheet/
PARR,http://www.parpacific.com
KDMN,http://www.kadmon.com
KNL,http://www.knoll.com
VXRT,http://vaxart.com
MGIC,http://www.magicsoftware.com
EXK,http://www.edrsilver.com
HLIT,http://www.harmonicinc.com
SFL,http://www.sflcorp.com
VAPO,http://www.vapotherm.com
PLAB,http://www.photronics.com
CRMT,http://www.car-mart.com
TGS,http://www.tgs.com.ar
WRLD,http://www.loansbyworld.com
AMSC,http://www.amsc.com
MYE,http://www.myersindustries.com
ARR,http://www.armourreit.com
BPFH,http://www.bostonprivate.com
GAN,http://www.gan.com
USAT,http://www.usatech.com
VVI,http://www.viad.com
AGX,http://www.arganinc.com
BCOR,http://www.blucora.com
RC,http://www.readycapital.com
ALBO,http://www.albireopharma.com
FINV,http://ir.finvgroup.com
AINV,http://www.apolloic.com
RES,http://www.rpc.net
CDMO,http://www.avidbio.com
KODK,http://www.kodak.com
SII,http://www.sprott.com
ATNI,http://www.atni.com
GSBC,http://www.greatsouthernbank.com
KDNY,http://www.chinooktx.com
ABTX,http://www.allegiancebank.com
ATEX,http://www.anterix.com
TPC,http://www.tutorperini.com
HSTM,http://www.healthstream.com
TBI,http://www.trueblue.com
RMAX,http://www.remax.com
HBNC,http://www.horizonbank.com
PRTY,http://www.partycity.com
APXT,http://www.apexacquisitioncorp.com
LC,http://www.lendingclub.com
PETS,http://www.1800petmeds.com
ERF,http://www.enerplus.com
VET,http://www.vermilionenergy.com
RPT,http://www.rptrealty.com
OSW,http://onespaworld.com
SP,http://www.spplus.com
PSTX,http://www.poseida.com
SOL,http://www.renesolapower.com
EFC,http://www.ellingtonfinancial.com
GOOD,http://www.gladstonecommercial.com
VERU,http://www.verupharma.com
SM,http://sm-energy.com
CTBI,http://www.ctbi.com
COLL,http://www.collegiumpharma.com
AERI,http://www.aeriepharma.com
NTUS,http://www.natus.com
TGI,http://www.triumphgroup.com
ARLO,http://www.arlo.com
USCR,http://www.us-concrete.com
CLDX,http://www.celldex.com
LOCO,http://www.elpolloloco.com
CYD,http://www.cyilimited.com
TALO,http://www.talosenergy.com
NFBK,http://www.enorthfield.com
CRIS,http://www.curis.com
ARCH,http://www.archrsc.com
GOGL,http://www.goldenocean.bm
CAAP,http://www.caap.aero
CLSK,http://www.cleanspark.com
UTL,http://www.unitil.com
STNG,http://www.scorpiotankers.com
BOOM,http://www.dmcglobal.com
MERC,http://www.mercerint.com
ATRS,http://www.antarespharma.com
LOVE,http://www.lovesac.com
TRST,http://www.trustcobank.com
LBAI,http://www.lakelandbank.com
CAPL,http://www.crossamericapartners.com
TCPC,http://www.tcpcapital.com
GMRE,http://www.globalmedicalreit.com
SOHU,http://www.sohu.com
KOP,http://www.koppers.com
ANIK,http://www.anikatherapeutics.com
DCO,http://www.ducommun.com
SCSC,http://www.scansource.com
MNRL,http://www.brighamminerals.net
AGEN,http://agenusbio.com
VREX,http://www.vareximaging.com
QCRH,http://qcrh.q4ir.com
CRDF,http://www.cardiffoncology.com
RBAC,http://www.redballac.com
RIGL,http://www.rigel.com
HLX,http://www.helixesg.com
QIWI,http://www.qiwi.com
LE,http://www.landsend.com
MOD,http://www.modine.com
SPTN,http://www.spartannash.com
UMH,http://www.umh.reit
TLMD,http://www.soctelemed.com
GSAT,http://www.globalstar.com
GOEV,http://www.canoo.com
UFCS,http://www.ufginsurance.com
SYRS,http://www.syros.com
AVRO,http://www.avrobio.com
ARDX,http://www.ardelyx.com
NEW,http://www.pxjy.com
IVR,http://www.invescomortgagecapital.com
EGRX,http://www.eagleus.com
RUBY,http://www.rubiustx.com
CLW,http://www.clearwaterpaper.com
CGBD,https://tcgbdc.com
AOSL,http://www.aosmd.com
AWH,http://aspirawh.com
CPS,http://www.cooperstandard.com
BLX,http://www.bladex.com
FLXN,http://www.flexiontherapeutics.com
VGAC,http://vgacquisition.com
YORW,http://www.yorkwater.com
AVID,http://www.avid.com
BMTC,http://www.bmt.com
NVGS,http://www.navigatorgas.com
NLS,http://www.nautilusinc.com
GDYN,http://www.griddynamics.com
ANAB,http://www.anaptysbio.com
FI,http://franksinternational.com
BPYU,http://www.bpy.brookfield.com
LQDT,http://www.liquidityservices.com
DFIN,http://www.dfinsolutions.com
ODT,http://www.odonate.com
UVSP,http://www.univest.net
LPG,http://www.dorianlpg.com
GP,http://www.greenpowerbus.com
REVG,http://www.revgroup.com
SPRO,http://sperotherapeutics.com
ISEE,http://ivericbio.com
TILE,http://www.interface.com
